,Generation,Best Solution,CrossOver,Mutation,Iteration
1,10000,38983,OX,IVM,34
0,20000,33946,OX,IVM,34
2,1000,46442,OX,SM,34
1,10000,42954,OX,SM,34
0,20000,37847,OX,SM,34
2,1000,33054,OX,RM,34
1,10000,31308,OX,RM,34
0,20000,30053,OX,RM,34
2,1000,26288,SCX,ISM,34
1,10000,26288,SCX,ISM,34
0,20000,26288,SCX,ISM,34
2,1000,26288,SCX,IVM,34
1,10000,26288,SCX,IVM,34
0,20000,26288,SCX,IVM,34
2,1000,26288,SCX,SM,34
1,10000,26288,SCX,SM,34
0,20000,26288,SCX,SM,34
2,1000,26207,SCX,RM,34
1,10000,26207,SCX,RM,34
0,20000,26207,SCX,RM,34
2,1000,29299,OX,ISM,35
1,10000,27915,OX,ISM,35
0,20000,26506,OX,ISM,35
2,1000,29284,OX,IVM,35
1,10000,25438,OX,IVM,35
0,20000,24832,OX,IVM,35
2,1000,29299,OX,SM,35
1,10000,27347,OX,SM,35
0,20000,26664,OX,SM,35
2,1000,31736,OX,RM,35
1,10000,29910,OX,RM,35
0,20000,29651,OX,RM,35
2,1000,26207,SCX,ISM,35
1,10000,26207,SCX,ISM,35
0,20000,26207,SCX,ISM,35
2,1000,26207,SCX,IVM,35
1,10000,26207,SCX,IVM,35
0,20000,26207,SCX,IVM,35
2,1000,26207,SCX,SM,35
1,10000,26207,SCX,SM,35
0,20000,26207,SCX,SM,35
2,1000,26207,SCX,RM,35
1,10000,26207,SCX,RM,35
0,20000,26207,SCX,RM,35
2,1000,32140,OX,ISM,36
1,10000,31165,OX,ISM,36
0,20000,30419,OX,ISM,36
2,1000,38232,OX,IVM,36
1,10000,31921,OX,IVM,36
0,20000,31394,OX,IVM,36
2,1000,34099,OX,SM,36
1,10000,33540,OX,SM,36
0,20000,33095,OX,SM,36
2,1000,35329,OX,RM,36
1,10000,30705,OX,RM,36
0,20000,28425,OX,RM,36
2,1000,26131,SCX,ISM,36
1,10000,26131,SCX,ISM,36
0,20000,26131,SCX,ISM,36
2,1000,26131,SCX,IVM,36
1,10000,26131,SCX,IVM,36
0,20000,26131,SCX,IVM,36
2,1000,26131,SCX,SM,36
1,10000,26131,SCX,SM,36
0,20000,26131,SCX,SM,36
2,1000,26131,SCX,RM,36
1,10000,26131,SCX,RM,36
0,20000,26131,SCX,RM,36
2,1000,28147,OX,ISM,37
1,10000,25438,OX,ISM,37
0,20000,25411,OX,ISM,37
2,1000,28147,OX,IVM,37
1,10000,27987,OX,IVM,37
0,20000,26108,OX,IVM,37
2,1000,27526,OX,SM,37
1,10000,25628,OX,SM,37
0,20000,25342,OX,SM,37
2,1000,34917,OX,RM,37
1,10000,29928,OX,RM,37
0,20000,27694,OX,RM,37
2,1000,25420,SCX,ISM,37
1,10000,25420,SCX,ISM,37
0,20000,25420,SCX,ISM,37
2,1000,25397,SCX,IVM,37
1,10000,25420,SCX,IVM,37
0,20000,25420,SCX,IVM,37
2,1000,25420,SCX,SM,37
1,10000,25420,SCX,SM,37
0,20000,25420,SCX,SM,37
2,1000,25641,SCX,RM,37
1,10000,25420,SCX,RM,37
0,20000,25420,SCX,RM,37
2,1000,27954,OX,ISM,38
1,10000,27552,OX,ISM,38
0,20000,27481,OX,ISM,38
2,1000,27750,OX,IVM,38
1,10000,27422,OX,IVM,38
0,20000,26814,OX,IVM,38
2,1000,27954,OX,SM,38
1,10000,27786,OX,SM,38
0,20000,27364,OX,SM,38
2,1000,31223,OX,RM,38
1,10000,30365,OX,RM,38
0,20000,29832,OX,RM,38
2,1000,26678,SCX,ISM,38
1,10000,26678,SCX,ISM,38
0,20000,26678,SCX,ISM,38
2,1000,26678,SCX,IVM,38
1,10000,26678,SCX,IVM,38
0,20000,26678,SCX,IVM,38
2,1000,26678,SCX,SM,38
1,10000,26678,SCX,SM,38
0,20000,26675,SCX,SM,38
2,1000,25877,SCX,RM,38
1,10000,25877,SCX,RM,38
0,20000,25842,SCX,RM,38
2,1000,26979,OX,ISM,39
1,10000,25442,OX,ISM,39
0,20000,25394,OX,ISM,39
2,1000,26497,OX,IVM,39
1,10000,25045,OX,IVM,39
0,20000,24048,OX,IVM,39
2,1000,24966,OX,SM,39
1,10000,24575,OX,SM,39
0,20000,24575,OX,SM,39
2,1000,26516,OX,RM,39
1,10000,26122,OX,RM,39
0,20000,25403,OX,RM,39
2,1000,25420,SCX,ISM,39
1,10000,25420,SCX,ISM,39
0,20000,25420,SCX,ISM,39
2,1000,25420,SCX,IVM,39
1,10000,25420,SCX,IVM,39
0,20000,25420,SCX,IVM,39
2,1000,25420,SCX,SM,39
1,10000,25420,SCX,SM,39
0,20000,25420,SCX,SM,39
2,1000,25420,SCX,RM,39
1,10000,25420,SCX,RM,39
0,20000,25420,SCX,RM,39
2,1000,37554,OX,ISM,40
1,10000,34150,OX,ISM,40
0,20000,31984,OX,ISM,40
2,1000,28159,OX,IVM,40
1,10000,26860,OX,IVM,40
0,20000,26297,OX,IVM,40
2,1000,28374,OX,SM,40
1,10000,28157,OX,SM,40
0,20000,28157,OX,SM,40
2,1000,34745,OX,RM,40
1,10000,34026,OX,RM,40
0,20000,33716,OX,RM,40
2,1000,26478,SCX,ISM,40
1,10000,26478,SCX,ISM,40
0,20000,26478,SCX,ISM,40
2,1000,26478,SCX,IVM,40
1,10000,26478,SCX,IVM,40
0,20000,26478,SCX,IVM,40
2,1000,26478,SCX,SM,40
1,10000,26478,SCX,SM,40
0,20000,26478,SCX,SM,40
2,1000,26478,SCX,RM,40
1,10000,26478,SCX,RM,40
0,20000,26478,SCX,RM,40
2,1000,33258,OX,ISM,41
1,10000,31647,OX,ISM,41
0,20000,31308,OX,ISM,41
2,1000,38719,OX,IVM,41
1,10000,33908,OX,IVM,41
0,20000,31502,OX,IVM,41
2,1000,35043,OX,SM,41
1,10000,34238,OX,SM,41
0,20000,33279,OX,SM,41
2,1000,27632,OX,RM,41
1,10000,26778,OX,RM,41
0,20000,26197,OX,RM,41
2,1000,26523,SCX,ISM,41
1,10000,26523,SCX,ISM,41
0,20000,26523,SCX,ISM,41
2,1000,26523,SCX,IVM,41
1,10000,26523,SCX,IVM,41
0,20000,26523,SCX,IVM,41
2,1000,26523,SCX,SM,41
1,10000,26523,SCX,SM,41
0,20000,26523,SCX,SM,41
2,1000,26432,SCX,RM,41
1,10000,26432,SCX,RM,41
0,20000,26432,SCX,RM,41
2,1000,26798,OX,ISM,42
1,10000,26710,OX,ISM,42
0,20000,25826,OX,ISM,42
2,1000,26798,OX,IVM,42
1,10000,26170,OX,IVM,42
0,20000,25332,OX,IVM,42
2,1000,26798,OX,SM,42
1,10000,26710,OX,SM,42
0,20000,26454,OX,SM,42
2,1000,27120,OX,RM,42
1,10000,26474,OX,RM,42
0,20000,25755,OX,RM,42
2,1000,26478,SCX,ISM,42
1,10000,26478,SCX,ISM,42
0,20000,26478,SCX,ISM,42
2,1000,26478,SCX,IVM,42
1,10000,26460,SCX,IVM,42
0,20000,26478,SCX,IVM,42
2,1000,26478,SCX,SM,42
1,10000,26478,SCX,SM,42
0,20000,26478,SCX,SM,42
2,1000,26478,SCX,RM,42
1,10000,26478,SCX,RM,42
0,20000,26478,SCX,RM,42
2,1000,26871,OX,ISM,43
1,10000,26561,OX,ISM,43
0,20000,26302,OX,ISM,43
2,1000,26853,OX,IVM,43
1,10000,25808,OX,IVM,43
0,20000,25036,OX,IVM,43
2,1000,26871,OX,SM,43
1,10000,26644,OX,SM,43
0,20000,26396,OX,SM,43
2,1000,31393,OX,RM,43
1,10000,27897,OX,RM,43
0,20000,27371,OX,RM,43
2,1000,25525,SCX,ISM,43
1,10000,25410,SCX,ISM,43
0,20000,25410,SCX,ISM,43
2,1000,25525,SCX,IVM,43
1,10000,25525,SCX,IVM,43
0,20000,25525,SCX,IVM,43
2,1000,25525,SCX,SM,43
1,10000,25525,SCX,SM,43
0,20000,25525,SCX,SM,43
2,1000,25878,SCX,RM,43
1,10000,25878,SCX,RM,43
0,20000,25878,SCX,RM,43
2,1000,28351,OX,ISM,44
1,10000,28084,OX,ISM,44
0,20000,27532,OX,ISM,44
2,1000,31743,OX,IVM,44
1,10000,31303,OX,IVM,44
0,20000,28261,OX,IVM,44
2,1000,32899,OX,SM,44
1,10000,32103,OX,SM,44
0,20000,31811,OX,SM,44
2,1000,27234,OX,RM,44
1,10000,25369,OX,RM,44
0,20000,25268,OX,RM,44
2,1000,25764,SCX,ISM,44
1,10000,25764,SCX,ISM,44
0,20000,25764,SCX,ISM,44
2,1000,25764,SCX,IVM,44
1,10000,25764,SCX,IVM,44
0,20000,25764,SCX,IVM,44
2,1000,25764,SCX,SM,44
1,10000,25764,SCX,SM,44
0,20000,25764,SCX,SM,44
2,1000,26728,SCX,RM,44
1,10000,26728,SCX,RM,44
0,20000,26728,SCX,RM,44
2,1000,30138,OX,ISM,45
1,10000,28862,OX,ISM,45
0,20000,28734,OX,ISM,45
2,1000,30951,OX,IVM,45
1,10000,29138,OX,IVM,45
0,20000,27315,OX,IVM,45
2,1000,33889,OX,SM,45
1,10000,32735,OX,SM,45
0,20000,31743,OX,SM,45
2,1000,25420,OX,RM,45
1,10000,25368,OX,RM,45
0,20000,25219,OX,RM,45
2,1000,25420,SCX,ISM,45
1,10000,25420,SCX,ISM,45
0,20000,25420,SCX,ISM,45
2,1000,25420,SCX,IVM,45
1,10000,25420,SCX,IVM,45
0,20000,25420,SCX,IVM,45
2,1000,25420,SCX,SM,45
1,10000,25420,SCX,SM,45
0,20000,25420,SCX,SM,45
2,1000,25420,SCX,RM,45
1,10000,25420,SCX,RM,45
0,20000,25420,SCX,RM,45
2,1000,27536,OX,ISM,46
1,10000,26643,OX,ISM,46
0,20000,26455,OX,ISM,46
2,1000,27304,OX,IVM,46
1,10000,26989,OX,IVM,46
0,20000,26778,OX,IVM,46
2,1000,27636,OX,SM,46
1,10000,27311,OX,SM,46
0,20000,27165,OX,SM,46
2,1000,32680,OX,RM,46
1,10000,31966,OX,RM,46
0,20000,30575,OX,RM,46
2,1000,26233,SCX,ISM,46
1,10000,26233,SCX,ISM,46
0,20000,26233,SCX,ISM,46
2,1000,26233,SCX,IVM,46
1,10000,26233,SCX,IVM,46
0,20000,26233,SCX,IVM,46
2,1000,26233,SCX,SM,46
1,10000,26233,SCX,SM,46
0,20000,26233,SCX,SM,46
2,1000,25983,SCX,RM,46
1,10000,25752,SCX,RM,46
0,20000,25752,SCX,RM,46
2,1000,31808,OX,ISM,47
1,10000,31022,OX,ISM,47
0,20000,30751,OX,ISM,47
2,1000,31455,OX,IVM,47
1,10000,29910,OX,IVM,47
0,20000,29027,OX,IVM,47
2,1000,33990,OX,SM,47
1,10000,33451,OX,SM,47
0,20000,32016,OX,SM,47
2,1000,26259,OX,RM,47
1,10000,26104,OX,RM,47
0,20000,25742,OX,RM,47
2,1000,26259,SCX,ISM,47
1,10000,26259,SCX,ISM,47
0,20000,26259,SCX,ISM,47
2,1000,26259,SCX,IVM,47
1,10000,26259,SCX,IVM,47
0,20000,26259,SCX,IVM,47
2,1000,26158,SCX,SM,47
1,10000,26158,SCX,SM,47
0,20000,26158,SCX,SM,47
2,1000,26263,SCX,RM,47
1,10000,26263,SCX,RM,47
0,20000,26263,SCX,RM,47
2,1000,33740,OX,ISM,48
1,10000,31190,OX,ISM,48
0,20000,30503,OX,ISM,48
2,1000,33890,OX,IVM,48
1,10000,30584,OX,IVM,48
0,20000,28781,OX,IVM,48
2,1000,33003,OX,SM,48
1,10000,31206,OX,SM,48
0,20000,30082,OX,SM,48
2,1000,34323,OX,RM,48
1,10000,32780,OX,RM,48
0,20000,32351,OX,RM,48
2,1000,26155,SCX,ISM,48
1,10000,26155,SCX,ISM,48
0,20000,26155,SCX,ISM,48
2,1000,26155,SCX,IVM,48
1,10000,26155,SCX,IVM,48
0,20000,26155,SCX,IVM,48
2,1000,26155,SCX,SM,48
1,10000,26155,SCX,SM,48
0,20000,26155,SCX,SM,48
2,1000,26155,SCX,RM,48
1,10000,26155,SCX,RM,48
0,20000,26155,SCX,RM,48
2,1000,32552,OX,ISM,49
1,10000,28498,OX,ISM,49
0,20000,28138,OX,ISM,49
2,1000,35624,OX,IVM,49
1,10000,31939,OX,IVM,49
0,20000,29401,OX,IVM,49
2,1000,35138,OX,SM,49
1,10000,33933,OX,SM,49
0,20000,31934,OX,SM,49
2,1000,58652,OX,RM,49
1,10000,40733,OX,RM,49
0,20000,37907,OX,RM,49
2,1000,25647,SCX,ISM,49
1,10000,25647,SCX,ISM,49
0,20000,25647,SCX,ISM,49
2,1000,25647,SCX,IVM,49
1,10000,25647,SCX,IVM,49
0,20000,25647,SCX,IVM,49
2,1000,25647,SCX,SM,49
1,10000,25647,SCX,SM,49
0,20000,25647,SCX,SM,49
2,1000,25647,SCX,RM,49
1,10000,25647,SCX,RM,49
0,20000,25647,SCX,RM,49
2,1000,26559,OX,ISM,50
1,10000,25678,OX,ISM,50
0,20000,24337,OX,ISM,50
2,1000,26571,OX,IVM,50
1,10000,26190,OX,IVM,50
0,20000,25138,OX,IVM,50
2,1000,26559,OX,SM,50
1,10000,26160,OX,SM,50
0,20000,26029,OX,SM,50
2,1000,26812,OX,RM,50
1,10000,26226,OX,RM,50
0,20000,25384,OX,RM,50
2,1000,26259,SCX,ISM,50
1,10000,26259,SCX,ISM,50
0,20000,26158,SCX,ISM,50
2,1000,26259,SCX,IVM,50
1,10000,26259,SCX,IVM,50
0,20000,26259,SCX,IVM,50
2,1000,26259,SCX,SM,50
1,10000,26259,SCX,SM,50
0,20000,26259,SCX,SM,50
2,1000,26113,SCX,RM,50
1,10000,26259,SCX,RM,50
0,20000,26158,SCX,RM,50
2,1000,27525,OX,ISM,51
1,10000,25016,OX,ISM,51
0,20000,24914,OX,ISM,51
2,1000,27144,OX,IVM,51
1,10000,25817,OX,IVM,51
0,20000,25553,OX,IVM,51
2,1000,27806,OX,SM,51
1,10000,27637,OX,SM,51
0,20000,27100,OX,SM,51
2,1000,26917,OX,RM,51
1,10000,26200,OX,RM,51
0,20000,25351,OX,RM,51
2,1000,26288,SCX,ISM,51
1,10000,26288,SCX,ISM,51
0,20000,26288,SCX,ISM,51
2,1000,26288,SCX,IVM,51
1,10000,26288,SCX,IVM,51
0,20000,26288,SCX,IVM,51
2,1000,26288,SCX,SM,51
1,10000,26288,SCX,SM,51
0,20000,26288,SCX,SM,51
2,1000,26427,SCX,RM,51
1,10000,26427,SCX,RM,51
0,20000,26427,SCX,RM,51
2,1000,27822,OX,ISM,52
1,10000,25810,OX,ISM,52
0,20000,25769,OX,ISM,52
2,1000,27408,OX,IVM,52
1,10000,27275,OX,IVM,52
0,20000,27000,OX,IVM,52
2,1000,27822,OX,SM,52
1,10000,27414,OX,SM,52
0,20000,26115,OX,SM,52
2,1000,28990,OX,RM,52
1,10000,26381,OX,RM,52
0,20000,25982,OX,RM,52
2,1000,25778,SCX,ISM,52
1,10000,25778,SCX,ISM,52
0,20000,25778,SCX,ISM,52
2,1000,25778,SCX,IVM,52
1,10000,25778,SCX,IVM,52
0,20000,25778,SCX,IVM,52
2,1000,25778,SCX,SM,52
1,10000,25778,SCX,SM,52
0,20000,25778,SCX,SM,52
2,1000,25778,SCX,RM,52
1,10000,25778,SCX,RM,52
0,20000,25778,SCX,RM,52
2,1000,28667,OX,ISM,53
1,10000,26938,OX,ISM,53
0,20000,26296,OX,ISM,53
2,1000,28667,OX,IVM,53
1,10000,27934,OX,IVM,53
0,20000,26641,OX,IVM,53
2,1000,28240,OX,SM,53
1,10000,28036,OX,SM,53
0,20000,27683,OX,SM,53
2,1000,28469,OX,RM,53
1,10000,28061,OX,RM,53
0,20000,27214,OX,RM,53
2,1000,25878,SCX,ISM,53
1,10000,25878,SCX,ISM,53
0,20000,25878,SCX,ISM,53
2,1000,25878,SCX,IVM,53
1,10000,25878,SCX,IVM,53
0,20000,25878,SCX,IVM,53
2,1000,25878,SCX,SM,53
1,10000,25878,SCX,SM,53
0,20000,25878,SCX,SM,53
2,1000,26288,SCX,RM,53
1,10000,26130,SCX,RM,53
0,20000,26130,SCX,RM,53
2,1000,32479,OX,ISM,54
1,10000,29522,OX,ISM,54
0,20000,29308,OX,ISM,54
2,1000,28426,OX,IVM,54
1,10000,27927,OX,IVM,54
0,20000,26691,OX,IVM,54
2,1000,31063,OX,SM,54
1,10000,29590,OX,SM,54
0,20000,29590,OX,SM,54
2,1000,29849,OX,RM,54
1,10000,29299,OX,RM,54
0,20000,27842,OX,RM,54
2,1000,25878,SCX,ISM,54
1,10000,25878,SCX,ISM,54
0,20000,25878,SCX,ISM,54
2,1000,25878,SCX,IVM,54
1,10000,25878,SCX,IVM,54
0,20000,25878,SCX,IVM,54
2,1000,25878,SCX,SM,54
1,10000,25878,SCX,SM,54
0,20000,25878,SCX,SM,54
2,1000,26022,SCX,RM,54
1,10000,26131,SCX,RM,54
0,20000,26131,SCX,RM,54
2,1000,34815,OX,ISM,55
1,10000,34028,OX,ISM,55
0,20000,32586,OX,ISM,55
2,1000,33958,OX,IVM,55
1,10000,30556,OX,IVM,55
0,20000,30321,OX,IVM,55
2,1000,34878,OX,SM,55
1,10000,33806,OX,SM,55
0,20000,33578,OX,SM,55
2,1000,28921,OX,RM,55
1,10000,27368,OX,RM,55
0,20000,27195,OX,RM,55
2,1000,26432,SCX,ISM,55
1,10000,26432,SCX,ISM,55
0,20000,26432,SCX,ISM,55
2,1000,26432,SCX,IVM,55
1,10000,26432,SCX,IVM,55
0,20000,26432,SCX,IVM,55
2,1000,26432,SCX,SM,55
1,10000,26432,SCX,SM,55
0,20000,26431,SCX,SM,55
2,1000,26432,SCX,RM,55
1,10000,26432,SCX,RM,55
0,20000,26431,SCX,RM,55
2,1000,26998,OX,ISM,56
1,10000,26251,OX,ISM,56
0,20000,25781,OX,ISM,56
2,1000,26880,OX,IVM,56
1,10000,25726,OX,IVM,56
0,20000,25294,OX,IVM,56
2,1000,29195,OX,SM,56
1,10000,28632,OX,SM,56
0,20000,28415,OX,SM,56
2,1000,33185,OX,RM,56
1,10000,30364,OX,RM,56
0,20000,27972,OX,RM,56
2,1000,26233,SCX,ISM,56
1,10000,26233,SCX,ISM,56
0,20000,26233,SCX,ISM,56
2,1000,26233,SCX,IVM,56
1,10000,26233,SCX,IVM,56
0,20000,26233,SCX,IVM,56
2,1000,26233,SCX,SM,56
1,10000,26233,SCX,SM,56
0,20000,26233,SCX,SM,56
2,1000,25778,SCX,RM,56
1,10000,25778,SCX,RM,56
0,20000,25778,SCX,RM,56
2,1000,26788,OX,ISM,57
1,10000,25715,OX,ISM,57
0,20000,24926,OX,ISM,57
2,1000,29189,OX,IVM,57
1,10000,28949,OX,IVM,57
0,20000,28427,OX,IVM,57
2,1000,27795,OX,SM,57
1,10000,27318,OX,SM,57
0,20000,26979,OX,SM,57
2,1000,27140,OX,RM,57
1,10000,26410,OX,RM,57
0,20000,26216,OX,RM,57
2,1000,25878,SCX,ISM,57
1,10000,25878,SCX,ISM,57
0,20000,25878,SCX,ISM,57
2,1000,25878,SCX,IVM,57
1,10000,25878,SCX,IVM,57
0,20000,25878,SCX,IVM,57
2,1000,25878,SCX,SM,57
1,10000,25878,SCX,SM,57
0,20000,25878,SCX,SM,57
2,1000,26798,SCX,RM,57
1,10000,26798,SCX,RM,57
0,20000,26798,SCX,RM,57
2,1000,26309,OX,ISM,58
1,10000,25021,OX,ISM,58
0,20000,24935,OX,ISM,58
2,1000,26240,OX,IVM,58
1,10000,25918,OX,IVM,58
0,20000,25724,OX,IVM,58
2,1000,26309,OX,SM,58
1,10000,25914,OX,SM,58
0,20000,25742,OX,SM,58
2,1000,26322,OX,RM,58
1,10000,25553,OX,RM,58
0,20000,25380,OX,RM,58
2,1000,26309,SCX,ISM,58
1,10000,26309,SCX,ISM,58
0,20000,26262,SCX,ISM,58
2,1000,26309,SCX,IVM,58
1,10000,26309,SCX,IVM,58
0,20000,26309,SCX,IVM,58
2,1000,26309,SCX,SM,58
1,10000,26309,SCX,SM,58
0,20000,26309,SCX,SM,58
2,1000,25647,SCX,RM,58
1,10000,25647,SCX,RM,58
0,20000,25647,SCX,RM,58
2,1000,28874,OX,ISM,59
1,10000,27565,OX,ISM,59
0,20000,27276,OX,ISM,59
2,1000,26155,OX,IVM,59
1,10000,25986,OX,IVM,59
0,20000,25767,OX,IVM,59
2,1000,27930,OX,SM,59
1,10000,27907,OX,SM,59
0,20000,27046,OX,SM,59
2,1000,27869,OX,RM,59
1,10000,26884,OX,RM,59
0,20000,26172,OX,RM,59
2,1000,26155,SCX,ISM,59
1,10000,26155,SCX,ISM,59
0,20000,26155,SCX,ISM,59
2,1000,26155,SCX,IVM,59
1,10000,24564,SCX,IVM,59
0,20000,24564,SCX,IVM,59
2,1000,26155,SCX,SM,59
1,10000,26155,SCX,SM,59
0,20000,26155,SCX,SM,59
2,1000,26155,SCX,RM,59
1,10000,26140,SCX,RM,59
0,20000,26155,SCX,RM,59
2,1000,28905,OX,ISM,60
1,10000,27235,OX,ISM,60
0,20000,26576,OX,ISM,60
2,1000,28348,OX,IVM,60
1,10000,26307,OX,IVM,60
0,20000,26019,OX,IVM,60
2,1000,26062,OX,SM,60
1,10000,25664,OX,SM,60
0,20000,25628,OX,SM,60
2,1000,26864,OX,RM,60
1,10000,26612,OX,RM,60
0,20000,26329,OX,RM,60
2,1000,26259,SCX,ISM,60
1,10000,26259,SCX,ISM,60
0,20000,26259,SCX,ISM,60
2,1000,26259,SCX,IVM,60
1,10000,26259,SCX,IVM,60
0,20000,26259,SCX,IVM,60
2,1000,26259,SCX,SM,60
1,10000,26259,SCX,SM,60
0,20000,26259,SCX,SM,60
2,1000,26259,SCX,RM,60
1,10000,26158,SCX,RM,60
0,20000,26158,SCX,RM,60
2,1000,26741,OX,ISM,61
1,10000,25042,OX,ISM,61
0,20000,24015,OX,ISM,61
2,1000,29330,OX,IVM,61
1,10000,29109,OX,IVM,61
0,20000,28764,OX,IVM,61
2,1000,31863,OX,SM,61
1,10000,30724,OX,SM,61
0,20000,30210,OX,SM,61
2,1000,29466,OX,RM,61
1,10000,29432,OX,RM,61
0,20000,26738,OX,RM,61
2,1000,24625,SCX,ISM,61
1,10000,24698,SCX,ISM,61
0,20000,24698,SCX,ISM,61
2,1000,24698,SCX,IVM,61
1,10000,24698,SCX,IVM,61
0,20000,24698,SCX,IVM,61
2,1000,24612,SCX,SM,61
1,10000,24698,SCX,SM,61
0,20000,24698,SCX,SM,61
2,1000,24698,SCX,RM,61
1,10000,24698,SCX,RM,61
0,20000,24698,SCX,RM,61
2,1000,27104,OX,ISM,62
1,10000,26573,OX,ISM,62
0,20000,26573,OX,ISM,62
2,1000,27333,OX,IVM,62
1,10000,27188,OX,IVM,62
0,20000,26591,OX,IVM,62
2,1000,27247,OX,SM,62
1,10000,26860,OX,SM,62
0,20000,26065,OX,SM,62
2,1000,36737,OX,RM,62
1,10000,34860,OX,RM,62
0,20000,33202,OX,RM,62
2,1000,26571,SCX,ISM,62
1,10000,26571,SCX,ISM,62
0,20000,26571,SCX,ISM,62
2,1000,26571,SCX,IVM,62
1,10000,26571,SCX,IVM,62
0,20000,26571,SCX,IVM,62
2,1000,26571,SCX,SM,62
1,10000,26571,SCX,SM,62
0,20000,26571,SCX,SM,62
2,1000,26571,SCX,RM,62
1,10000,26571,SCX,RM,62
0,20000,26571,SCX,RM,62
2,1000,26743,OX,ISM,63
1,10000,26202,OX,ISM,63
0,20000,26054,OX,ISM,63
2,1000,27240,OX,IVM,63
1,10000,26861,OX,IVM,63
0,20000,25755,OX,IVM,63
2,1000,26743,OX,SM,63
1,10000,25911,OX,SM,63
0,20000,25890,OX,SM,63
2,1000,37867,OX,RM,63
1,10000,34613,OX,RM,63
0,20000,32051,OX,RM,63
2,1000,25525,SCX,ISM,63
1,10000,25525,SCX,ISM,63
0,20000,25525,SCX,ISM,63
2,1000,25525,SCX,IVM,63
1,10000,25525,SCX,IVM,63
0,20000,25525,SCX,IVM,63
2,1000,25525,SCX,SM,63
1,10000,25525,SCX,SM,63
0,20000,25525,SCX,SM,63
2,1000,25525,SCX,RM,63
1,10000,25525,SCX,RM,63
0,20000,25525,SCX,RM,63
2,1000,31398,OX,ISM,64
1,10000,29374,OX,ISM,64
0,20000,29297,OX,ISM,64
2,1000,31273,OX,IVM,64
1,10000,29485,OX,IVM,64
0,20000,28972,OX,IVM,64
2,1000,31158,OX,SM,64
1,10000,30969,OX,SM,64
0,20000,30919,OX,SM,64
2,1000,27331,OX,RM,64
1,10000,26569,OX,RM,64
0,20000,26180,OX,RM,64
2,1000,25778,SCX,ISM,64
1,10000,25778,SCX,ISM,64
0,20000,25778,SCX,ISM,64
2,1000,25778,SCX,IVM,64
1,10000,25778,SCX,IVM,64
0,20000,25778,SCX,IVM,64
2,1000,25778,SCX,SM,64
1,10000,25778,SCX,SM,64
0,20000,25778,SCX,SM,64
2,1000,25778,SCX,RM,64
1,10000,25778,SCX,RM,64
0,20000,25778,SCX,RM,64
2,1000,26981,OX,ISM,65
1,10000,25808,OX,ISM,65
0,20000,25611,OX,ISM,65
2,1000,26613,OX,IVM,65
1,10000,25668,OX,IVM,65
0,20000,25092,OX,IVM,65
2,1000,27015,OX,SM,65
1,10000,26266,OX,SM,65
0,20000,26104,OX,SM,65
2,1000,49727,OX,RM,65
1,10000,38593,OX,RM,65
0,20000,36039,OX,RM,65
2,1000,26131,SCX,ISM,65
1,10000,26131,SCX,ISM,65
0,20000,26131,SCX,ISM,65
2,1000,26131,SCX,IVM,65
1,10000,26131,SCX,IVM,65
0,20000,26131,SCX,IVM,65
2,1000,26131,SCX,SM,65
1,10000,26131,SCX,SM,65
0,20000,26131,SCX,SM,65
2,1000,26131,SCX,RM,65
1,10000,26131,SCX,RM,65
0,20000,26131,SCX,RM,65
2,1000,26876,OX,ISM,66
1,10000,26018,OX,ISM,66
0,20000,25880,OX,ISM,66
2,1000,26731,OX,IVM,66
1,10000,25872,OX,IVM,66
0,20000,25578,OX,IVM,66
2,1000,26876,OX,SM,66
1,10000,26649,OX,SM,66
0,20000,26156,OX,SM,66
2,1000,27680,OX,RM,66
1,10000,27165,OX,RM,66
0,20000,26587,OX,RM,66
2,1000,26288,SCX,ISM,66
1,10000,26288,SCX,ISM,66
0,20000,26288,SCX,ISM,66
2,1000,26288,SCX,IVM,66
1,10000,26288,SCX,IVM,66
0,20000,26288,SCX,IVM,66
2,1000,26288,SCX,SM,66
1,10000,26288,SCX,SM,66
0,20000,26288,SCX,SM,66
2,1000,27224,SCX,RM,66
1,10000,27224,SCX,RM,66
0,20000,26981,SCX,RM,66
2,1000,36517,OX,ISM,67
1,10000,33938,OX,ISM,67
0,20000,32418,OX,ISM,67
2,1000,40577,OX,IVM,67
1,10000,37146,OX,IVM,67
0,20000,34025,OX,IVM,67
2,1000,40583,OX,SM,67
1,10000,37105,OX,SM,67
0,20000,35793,OX,SM,67
2,1000,28541,OX,RM,67
1,10000,27367,OX,RM,67
0,20000,26628,OX,RM,67
2,1000,26131,SCX,ISM,67
1,10000,26131,SCX,ISM,67
0,20000,26131,SCX,ISM,67
2,1000,26131,SCX,IVM,67
1,10000,26131,SCX,IVM,67
0,20000,26131,SCX,IVM,67
2,1000,26131,SCX,SM,67
1,10000,26131,SCX,SM,67
0,20000,26131,SCX,SM,67
2,1000,26131,SCX,RM,67
1,10000,26131,SCX,RM,67
0,20000,26131,SCX,RM,67
2,1000,34059,OX,ISM,68
1,10000,31539,OX,ISM,68
0,20000,31132,OX,ISM,68
2,1000,30689,OX,IVM,68
1,10000,28045,OX,IVM,68
0,20000,27685,OX,IVM,68
2,1000,27073,OX,SM,68
1,10000,26297,OX,SM,68
0,20000,26165,OX,SM,68
2,1000,29247,OX,RM,68
